Order ID,Order Date,Customer ID,Customer Name,Address,City,State,ZIP,Countr_Region,Salesperson,Region,Shipped Date,Shipper Name,Ship Name,Ship Address,Ship City,Ship State,Ship ZIP,Ship Country,Payment Type,Product Name,Category,Unit Price,Quantity,Revenue,Shipping Fee
6695,5/8/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,5/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,66,607.2,70.09079612
12923,5/26/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,5/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,114,1140,86.21154271
19966,6/5/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,5/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,111,2369.85,63.77165205
17186,6/2/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,5/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,30,289.5,69.09926896
9616,5/25/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,5/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,115,2116,30.4572848
14529,5/14/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,5/31/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,184,2576,10.93136283
6112,4/30/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,5/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Chocolate,Candy,12.75,109,1389.75,32.25201181
14625,5/2/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,5/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Marmalade,"Jams, Preserves",81,166,13446,97.00945743
11684,4/21/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,5/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Long Grain Rice,Grains,7,130,910,37.16424959
7766,4/28/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,5/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,34.8,13,452.4,70.34220994
11286,5/3/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,5/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Syrup,Condiments,10,152,1520,81.39405135
17191,4/20/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,5/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Curry Sauce,Sauces,40,188,7520,39.62691447
8191,5/25/14,7,Company G,123 7th Street,Boise,ID,99999,USA,Nancy Freehafer,North,NULL,NULL,Ming-Yang Xie,123 7th Street,Boise,ID,99999,USA,NULL,Coffee,Beverages,46,86,3956,33.01014654
11949,6/12/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Boysenberry Spread,"Jams, Preserves",25,195,4875,65.96237334
3245,6/18/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Cajun Seasoning,Condiments,22,23,506,63.92767768
14718,6/11/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,150,1380,9.523516351
11295,6/9/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,40,140,79.95293669
4880,6/5/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Green Tea,Beverages,2.99,143,427.57,28.86743818
3010,6/11/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Chai,Beverages,18,152,2736,96.32557269
6608,5/31/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Coffee,Beverages,46,199,9154,90.18248486
9746,5/23/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Green Tea,Beverages,2.99,60,179.4,99.14081519
3271,6/20/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,6/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,9.65,129,1244.85,26.96936905
17964,6/13/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,6/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,69,1269.6,27.30730279
2901,6/18/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,6/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,69,1345.5,80.47052658
14789,6/15/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,6/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,25,870,51.72917961
5702,5/23/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,6/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,24,336,52.59323534
11068,5/24/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,6/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,108,4320,48.11355567
6012,6/14/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,6/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,73,671.6,39.3930939
14515,6/27/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,128,1280,76.51232268
11751,6/15/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,6/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,63,1345.05,19.93631524
9126,6/11/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,6/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,77,743.05,16.27903815
14420,6/10/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,6/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,156,2870.4,65.97468085
13212,6/18/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,7/1/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,2,28,62.03145458
7249,5/31/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,6/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Chocolate,Candy,12.75,112,1428,64.12241399
16617,5/29/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,6/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Marmalade,"Jams, Preserves",81,188,15228,81.48649778
7008,5/26/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,6/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Long Grain Rice,Grains,7,172,1204,45.29672434
3090,5/26/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,6/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,34.8,57,1983.6,9.953865092
2694,6/12/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,6/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Syrup,Condiments,10,172,1720,31.29852259
11689,6/13/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,6/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Curry Sauce,Sauces,40,52,2080,78.75620011
2224,6/11/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,18,180,91.00037116
14292,5/24/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,NULL,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,118,413,67.55507145
7787,6/2/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Curry Sauce,Sauces,40,16,640,46.2684343
13916,6/8/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Crab Meat,Canned Meat,18.4,109,2005.6,67.36085777
8886,6/28/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,6/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,46,18,828,68.33620846
17690,6/4/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,6/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Clam Chowder,Soups,9.65,161,1553.65,89.86394534
19408,6/12/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,6/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Chocolate,Candy,12.75,175,2231.25,98.18999441
17502,6/14/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,6/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate,Candy,12.75,21,267.75,31.82612573
16543,7/5/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,6/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Cajun Seasoning,Condiments,22,156,3432,64.95016502
9695,6/6/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,6/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Boysenberry Spread,"Jams, Preserves",25,68,1700,24.28814687
12982,7/6/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,7/1/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Fruit Cocktail,Fruit & Veg,39,78,3042,77.56528556
15997,5/25/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,6/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Dried Pears,Dried Fruit & Nuts,30,27,810,31.0954999
9438,6/15/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,6/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Dried Apples,Dried Fruit & Nuts,53,10,530,29.78581428
11595,6/8/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,NULL,NULL,Christina Lee,123 4th Street,New York,NY,99999,USA,NULL,Gnocchi,Pasta,38,48,1824,44.65374608
5777,5/22/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,NULL,NULL,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,NULL,Green Tea,Beverages,2.99,86,257.14,16.05757041
6589,6/28/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Green Tea,Beverages,2.99,85,254.15,76.18679949
4633,7/27/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,7/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,9.65,47,453.55,30.27262538
2947,7/19/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,7/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,16,294.4,15.37501562
6939,7/7/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,78,1521,10.26716351
19609,6/19/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,5,174,94.68487789
17979,7/3/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,7/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,194,2716,90.62623291
3659,7/16/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,7/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,196,7840,34.51075932
5940,7/3/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,7/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,198,1821.6,9.986733945
10254,7/9/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,7/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,83,830,35.61712701
7148,8/2/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,7/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,2,42.7,31.55718734
14082,7/30/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,7/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,195,1881.75,87.45076241
15668,7/25/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,7/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,155,2852,52.25341528
3587,8/7/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,7/31/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,95,1330,6.671025868
10953,6/22/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,7/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Chocolate,Candy,12.75,198,2524.5,18.89158873
7156,7/9/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,7/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Marmalade,"Jams, Preserves",81,175,14175,22.19674722
10110,6/19/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,7/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Long Grain Rice,Grains,7,143,1001,37.78671335
8652,6/21/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,7/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,34.8,192,6681.6,48.42785121
7189,7/9/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,7/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Syrup,Condiments,10,21,210,68.36788092
6951,7/2/14,3,Company C,123 3rd Street,Los Angelas,CA,99999,USA,Mariya Sergienko,West,7/5/14,Shipping Company B,Thomas Axerr,123 3rd Street,Los Angelas,CA,99999,USA,Cash,Curry Sauce,Sauces,40,173,6920,99.87054051
7008,6/28/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,7/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,128,1280,78.96367945
13790,7/2/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,NULL,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,70,245,49.48873421
6596,6/27/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Curry Sauce,Sauces,40,70,2800,15.94891215
6337,7/4/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Crab Meat,Canned Meat,18.4,108,1987.2,31.14293842
10837,7/24/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,7/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,46,50,2300,53.44180599
2685,7/14/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Clam Chowder,Soups,9.65,193,1862.45,32.76869088
7887,7/11/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,7/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Chocolate,Candy,12.75,150,1912.5,49.75559364
19285,8/9/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,8/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Check,Coffee,Beverages,46,83,3818,31.43496388
4433,8/6/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,8/10/14,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate,Candy,12.75,136,1734,5.317409186
19041,8/2/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,8/12/14,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Green Tea,Beverages,2.99,22,65.78,64.7137884
16627,8/14/14,7,Company G,123 7th Street,Boise,ID,99999,USA,Nancy Freehafer,North,NULL,NULL,Ming-Yang Xie,123 7th Street,Boise,ID,99999,USA,NULL,Coffee,Beverages,46,28,1288,28.2626981
6381,8/12/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,8/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Boysenberry Spread,"Jams, Preserves",25,93,2325,16.5499265
6605,8/5/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,8/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Cajun Seasoning,Condiments,22,14,308,63.6360151
9114,8/20/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,8/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,16,147.2,86.50631215
15881,8/12/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,180,630,28.12797808
16527,8/12/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Green Tea,Beverages,2.99,68,203.32,15.01761692
2711,8/10/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Chai,Beverages,18,102,1836,63.11526072
6291,7/21/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Coffee,Beverages,46,111,5106,11.00843794
5984,7/28/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Green Tea,Beverages,2.99,164,490.36,16.35933745
8880,8/22/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,8/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,9.65,84,810.6,3.379415346
17056,9/4/14,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,8/30/14,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,17,312.8,56.81894902
17460,8/4/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,8/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,177,3451.5,7.691711362
16684,8/4/14,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,8/11/14,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,81,2818.8,88.68270346
3225,7/31/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,8/8/14,Shipping Company B,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Credit Card,Beer,Beverages,14,56,784,56.27389478
14773,8/9/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,8/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Curry Sauce,Sauces,40,4,160,85.8179946
2123,7/24/14,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,8/10/14,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,91,837.2,42.53310874
11088,8/31/14,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,8/27/14,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,84,840,6.738782151
2340,8/6/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,8/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,121,2583.35,18.86720184
14040,8/8/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,8/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,105,1013.25,29.20522639
14344,8/6/14,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,8/28/14,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,54,993.6,16.53975488
19356,8/31/14,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,8/31/14,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,50,700,59.36236385
13643,8/15/14,6,Company F,123 6th Street,Milwaukee,WI,99999,USA,Michael Neipper,North,8/8/14,Shipping Company C,Francisco PŽrez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,Check,Chocolate,Candy,12.75,183,2333.25,17.52656419
15193,7/20/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,8/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Marmalade,"Jams, Preserves",81,107,8667,95.01971898
11126,7/27/14,4,Company D,123 4th Street,New York,NY,99999,USA,Andrew Cencini,East,8/6/14,Shipping Company A,Christina Lee,123 4th Street,New York,NY,99999,USA,Credit Card,Long Grain Rice,Grains,7,151,1057,14.79161196
8352,9/7/14,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,9/12/14,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,NULL,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,40,368,14.20090034
4902,9/17/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Dried Plums,Dried Fruit & Nuts,3.5,180,630,3.25300373
9130,8/25/14,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,NULL,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,NULL,Green Tea,Beverages,2.99,131,391.69,31.33500067
6601,8/27/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Chai,Beverages,18,51,918,43.24760224
14075,8/12/14,1,Company A,123 1st Street,Seattle,WA,99999,USA,Nancy Freehafer,North,NULL,NULL,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,NULL,Coffee,Beverages,46,20,920,37.59242014
